position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count	attachment_type	attachment_url		
23_48	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454732350475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"""Futìlidade"" A educação parte desde o berço, um bom Cidadão é um espelho para sociedade"	2019-01-15T21:01:36+0000	0		
23_49	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161455077980475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Para ficar idêntico a dragão não creio, mas consegui para Parvo!"	2019-01-15T22:37:26+0000	0		
23_50	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161455296185475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Foi este o espermatozoide mais rápido??? Fisgas... Nem quero imaginar os outros."	2019-01-15T23:47:32+0000	0		
23_51	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161456293205475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Bom dia amiga Ana ! É verdade concordo, estamos num mundo fraco ... Beijo 😘 que Deus 🙏nos ajude🌹♥️"	2019-01-16T06:38:33+0000	0		
23_52	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161455261075475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Há tanta gente a morrer que faz tanta falta... É depois há isto.... Enfim....."	2019-01-15T23:41:39+0000	0		
23_53	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161455089915475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Vai te acabar de criar lagartixa.. Lol para dragão tens de beber Red bull 😂"	2019-01-15T22:42:13+0000	0		
23_54	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454806480475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Tinham dito que o lince iberico estava quase estinto...afinal"	2019-01-15T21:18:22+0000	0		
23_55	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161455496305475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Que se deixe andar nas modificações qualquer dia quero ver como passa na inspecção !"	2019-01-16T00:52:32+0000	0		
23_56	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454462235475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Não mereceu a fortuna. Pode ser que o dinheiro acabe, para se arrepender das asneiras cometidas..."	2019-01-15T19:43:27+0000	0		
23_57	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161455142180475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Prisão para quem a modificou e não aconselhou a ir um psiquiatra ou psicológico"	2019-01-15T23:00:38+0000	0		
